antiguedad_meses,gasto_mensual,visitas_ultimo_mes,dias_desde_ultima_visita,tickets_soporte,plan,metodo_pago,descuento_activo,cancelo
24,40.82,6,12,0,premium,tarjeta,0,0
17,20.37,3,38,1,estandar,tarjeta,0,0
22,45.11,10,21,0,premium,tarjeta,0,0
8,23.7,11,8,0,estandar,tarjeta,0,0
4,23.99,6,35,0,estandar,efectivo,0,1
26,19.08,8,2,1,estandar,transferencia,1,0
18,44.71,7,27,0,premium,transferencia,1,0
6,31.2,10,10,0,estandar,tarjeta,1,0
6,8.59,7,11,0,basico,tarjeta,0,0
15,15.59,4,90,0,basico,transferencia,0,1
21,11.14,12,41,1,estandar,transferencia,0,0
7,8.79,6,12,3,basico,tarjeta,0,0
35,5.0,8,2,0,basico,transferencia,0,0
22,16.94,8,10,1,basico,tarjeta,0,0
27,28.52,5,18,1,estandar,efectivo,0,0
15,7.86,13,88,0,basico,tarjeta,0,1
14,26.16,8,0,1,estandar,tarjeta,1,0
5,29.81,2,8,1,estandar,efectivo,0,0
8,50.43,12,2,0,premium,tarjeta,0,0
13,10.38,18,4,0,basico,tarjeta,0,0
18,16.16,9,74,0,estandar,tarjeta,1,1
16,21.41,14,80,0,estandar,tarjeta,0,1
3,28.06,7,29,2,estandar,efectivo,0,1
7,33.4,3,0,0,estandar,transferencia,0,0
17,11.78,2,8,0,basico,tarjeta,0,0
18,42.57,2,15,0,premium,efectivo,0,0
10,21.6,10,69,0,basico,transferencia,0,0
21,46.62,4,18,0,premium,efectivo,0,0
21,20.09,10,15,0,estandar,tarjeta,0,0
47,11.52,7,20,0,basico,tarjeta,1,0
14,29.0,8,12,2,estandar,tarjeta,0,0
10,11.72,1,1,0,basico,tarjeta,0,0
7,28.18,6,61,1,estandar,transferencia,0,1
5,18.58,8,18,0,estandar,tarjeta,1,0
20,6.26,11,37,0,basico,tarjeta,0,1
19,9.06,6,16,0,basico,transferencia,0,0
5,23.87,10,21,1,estandar,tarjeta,0,0
20,13.34,15,3,0,basico,tarjeta,0,0
16,47.55,12,71,0,premium,transferencia,0,1
11,34.86,9,1,0,estandar,efectivo,0,0
2,22.05,17,5,0,estandar,tarjeta,0,0
19,10.74,3,42,2,basico,efectivo,1,1
38,22.16,15,3,1,estandar,transferencia,1,0
8,49.32,6,1,0,premium,transferencia,0,0
16,16.54,16,55,0,basico,tarjeta,0,1
20,10.21,3,31,1,basico,transferencia,1,1
1,20.26,4,10,1,basico,transferencia,0,0
7,9.16,8,51,1,basico,tarjeta,1,1
4,29.12,17,14,0,estandar,efectivo,0,0
38,30.82,13,19,0,estandar,efectivo,1,0
1,19.55,8,18,0,estandar,tarjeta,0,1
11,14.31,14,37,0,basico,transferencia,0,1
17,5.0,6,12,0,basico,tarjeta,0,0
8,15.3,4,42,1,basico,transferencia,1,1
2,40.59,6,15,0,premium,transferencia,0,0
12,27.27,8,2,1,estandar,tarjeta,0,0
8,15.02,21,5,0,basico,tarjeta,0,0
18,29.48,11,3,1,estandar,tarjeta,1,0
23,15.56,6,19,1,basico,efectivo,1,1
5,12.22,6,49,0,basico,tarjeta,1,1
8,10.48,8,5,1,basico,efectivo,1,1
9,44.7,0,17,1,premium,tarjeta,0,0
22,20.54,3,2,0,estandar,tarjeta,0,0
14,24.15,11,21,0,estandar,efectivo,0,0
5,10.84,3,18,2,basico,tarjeta,0,0
27,8.85,3,37,1,basico,tarjeta,0,1
8,18.04,2,63,3,estandar,tarjeta,0,1
9,6.89,6,23,1,basico,tarjeta,0,1
6,32.4,9,26,0,premium,tarjeta,0,0
15,23.77,4,17,2,estandar,tarjeta,0,0
10,13.44,11,21,1,basico,transferencia,1,1
32,14.27,4,25,0,estandar,tarjeta,0,0
15,45.95,5,14,0,premium,tarjeta,0,0
7,24.51,0,2,0,estandar,tarjeta,0,1
13,20.29,2,1,0,estandar,tarjeta,0,0
35,43.28,10,8,2,premium,efectivo,0,0
5,16.2,7,35,0,basico,tarjeta,0,1
19,41.1,14,2,0,premium,tarjeta,0,0
3,12.32,11,52,0,basico,tarjeta,0,1
31,26.39,5,15,1,estandar,efectivo,0,0
9,21.71,5,36,0,estandar,transferencia,0,1
7,29.03,6,29,0,estandar,transferencia,1,0
34,26.62,4,34,2,estandar,efectivo,0,1
13,23.99,4,20,0,estandar,transferencia,0,0
13,21.45,11,37,0,basico,efectivo,1,1
10,16.05,14,11,0,basico,tarjeta,0,0
10,5.26,3,1,0,basico,transferencia,0,0
2,23.44,8,27,2,estandar,efectivo,0,1
19,21.87,3,12,0,basico,efectivo,1,0
4,8.07,7,16,1,basico,tarjeta,0,1
25,45.27,8,3,1,premium,transferencia,1,0
6,16.92,7,27,1,basico,tarjeta,0,0
14,14.61,2,10,0,basico,transferencia,0,0
8,15.19,11,1,1,basico,tarjeta,0,0
10,14.95,4,7,0,basico,tarjeta,0,0
11,25.1,0,48,1,estandar,transferencia,0,0
17,8.83,11,67,0,basico,tarjeta,0,1
33,13.74,8,29,0,basico,tarjeta,0,1
9,43.39,10,6,3,premium,tarjeta,0,0
2,43.07,6,2,0,premium,transferencia,0,0
29,30.93,4,15,1,estandar,transferencia,1,0
20,43.48,7,2,1,premium,transferencia,1,0
5,51.82,2,33,0,premium,tarjeta,0,0
5,13.03,4,3,1,basico,transferencia,0,0
17,24.36,9,20,2,estandar,transferencia,0,1
15,17.73,6,11,0,estandar,tarjeta,1,0
39,20.48,7,30,1,basico,tarjeta,0,0
19,11.98,5,4,0,basico,tarjeta,1,0
8,5.0,3,36,0,basico,tarjeta,0,1
7,28.95,3,0,0,estandar,tarjeta,0,0
14,24.8,2,40,0,estandar,tarjeta,0,1
2,21.27,9,66,0,estandar,tarjeta,0,1
3,15.72,13,7,1,basico,tarjeta,0,0
5,5.0,6,13,1,basico,tarjeta,0,0
8,22.14,6,18,1,estandar,transferencia,1,1
13,23.8,7,18,0,estandar,tarjeta,1,0
19,48.41,2,14,1,premium,tarjeta,0,0
30,53.96,10,61,0,premium,transferencia,1,1
26,44.02,8,90,0,premium,tarjeta,0,1
24,46.84,8,0,0,premium,tarjeta,0,0
9,55.99,6,17,0,premium,tarjeta,0,0
7,25.02,2,6,0,estandar,tarjeta,0,0
17,13.87,12,53,1,basico,tarjeta,0,0
18,7.05,10,45,1,basico,tarjeta,0,0
5,19.84,4,5,0,basico,tarjeta,0,1
11,9.15,5,13,0,basico,tarjeta,0,0
6,13.07,11,19,1,basico,efectivo,0,1
3,45.96,2,22,0,premium,tarjeta,0,1
16,12.34,3,10,1,basico,tarjeta,1,0
23,43.26,3,58,1,premium,tarjeta,0,1
36,25.97,7,7,0,estandar,transferencia,1,0
12,32.03,11,21,0,estandar,transferencia,0,0
3,34.12,5,17,2,estandar,transferencia,0,0
40,11.3,5,18,1,basico,tarjeta,1,0
43,23.2,5,16,0,estandar,tarjeta,0,0
60,8.76,8,2,1,basico,transferencia,0,0
51,55.74,3,1,2,premium,tarjeta,0,1
15,12.52,7,5,0,basico,efectivo,0,0
13,16.46,13,9,0,basico,tarjeta,0,0
22,27.79,8,14,1,estandar,tarjeta,1,0
4,33.83,4,4,2,estandar,tarjeta,1,1
7,24.01,3,82,1,estandar,tarjeta,0,1
12,20.57,8,22,1,estandar,transferencia,0,0
27,19.44,6,28,1,basico,tarjeta,0,1
28,28.61,9,12,0,estandar,tarjeta,0,0
12,13.83,6,45,1,basico,transferencia,0,1
4,18.14,13,4,0,basico,efectivo,0,0
23,14.05,7,21,0,basico,transferencia,0,0
4,18.28,6,5,0,basico,efectivo,1,1
9,12.99,4,25,1,basico,efectivo,0,1
15,28.61,5,20,0,estandar,tarjeta,0,0
4,14.11,14,4,0,basico,efectivo,0,0
7,10.7,8,9,0,basico,efectivo,0,0
25,24.18,3,27,3,estandar,tarjeta,1,1
22,10.43,3,83,2,basico,transferencia,0,1
5,26.06,3,27,1,estandar,tarjeta,0,1
17,43.18,4,36,1,premium,transferencia,0,1
3,13.74,3,8,0,basico,tarjeta,1,1
20,46.61,5,7,0,premium,transferencia,0,0
8,12.82,1,2,3,basico,tarjeta,0,0
11,12.89,5,8,1,basico,tarjeta,0,0
14,22.74,12,12,0,estandar,tarjeta,0,0
5,23.87,12,5,0,estandar,transferencia,0,0
7,38.32,6,5,2,premium,tarjeta,0,0
37,11.52,9,14,0,basico,transferencia,1,0
11,21.06,4,12,1,estandar,tarjeta,0,0
15,12.4,8,41,0,basico,tarjeta,0,0
15,9.14,5,6,1,basico,tarjeta,0,0
30,5.0,10,10,0,basico,efectivo,0,0
23,54.01,2,0,1,premium,tarjeta,1,0
5,11.07,14,2,0,basico,transferencia,1,0
33,50.79,16,0,0,premium,tarjeta,0,0
41,22.89,6,5,1,estandar,transferencia,0,0
5,31.79,8,9,1,estandar,tarjeta,0,1
10,20.39,4,6,2,estandar,tarjeta,0,0
12,45.7,2,2,2,premium,tarjeta,1,0
10,7.63,13,16,1,basico,tarjeta,0,0
20,22.4,9,4,0,basico,tarjeta,1,0
11,24.0,1,27,0,estandar,tarjeta,0,1
9,15.31,8,11,2,basico,tarjeta,0,1
21,13.8,7,6,0,basico,efectivo,0,0
2,11.9,10,32,1,basico,tarjeta,0,0
15,14.07,4,33,0,basico,efectivo,0,1
19,17.44,2,51,1,basico,tarjeta,0,1
32,14.67,7,23,1,basico,tarjeta,0,0
14,45.65,5,36,2,premium,tarjeta,0,1
3,14.08,8,29,1,basico,tarjeta,0,1
14,52.66,5,16,0,premium,tarjeta,0,0
3,43.33,5,17,0,premium,efectivo,0,0
17,5.0,6,35,2,basico,transferencia,1,0
28,20.61,9,44,1,estandar,tarjeta,1,0
12,20.91,4,21,2,estandar,tarjeta,0,1
11,21.47,4,3,2,estandar,tarjeta,0,0
22,8.61,3,4,1,basico,transferencia,0,0
17,11.91,10,12,2,basico,tarjeta,0,0
21,12.99,7,47,2,basico,tarjeta,1,1
50,25.95,2,32,1,estandar,tarjeta,0,0
9,42.08,3,20,1,premium,tarjeta,0,1
18,28.98,13,49,0,estandar,transferencia,0,1
33,27.14,9,7,2,estandar,tarjeta,0,0
34,51.33,8,1,0,premium,tarjeta,0,0
19,28.39,6,12,0,estandar,efectivo,0,1
11,10.6,13,6,1,basico,efectivo,1,0
21,50.22,4,3,1,premium,tarjeta,1,0
21,13.09,12,10,1,basico,tarjeta,0,0
24,15.19,5,6,1,basico,transferencia,0,0
6,27.88,1,9,0,estandar,tarjeta,0,0
40,44.5,6,35,0,premium,tarjeta,0,0
33,12.41,4,32,2,basico,tarjeta,0,1
13,24.47,2,32,0,estandar,tarjeta,0,0
31,8.59,11,1,0,basico,efectivo,0,0
12,5.0,4,3,1,basico,transferencia,0,0
36,9.22,15,14,0,basico,efectivo,0,0
14,25.8,6,27,1,estandar,transferencia,0,1
7,49.34,2,44,1,premium,transferencia,1,1
46,15.18,14,34,2,basico,transferencia,0,1
23,10.88,12,10,0,basico,transferencia,0,0
12,9.28,3,20,0,basico,tarjeta,0,1
38,11.28,2,37,0,basico,tarjeta,1,0
21,21.1,11,25,1,estandar,tarjeta,0,0
10,16.54,1,54,0,estandar,tarjeta,0,1
38,18.82,5,12,2,estandar,tarjeta,0,0
24,17.5,4,1,0,basico,tarjeta,0,0
17,32.43,4,4,1,estandar,tarjeta,0,0
14,15.02,10,7,1,basico,tarjeta,0,0
6,11.77,10,43,0,basico,tarjeta,0,1
1,39.43,9,37,1,premium,tarjeta,1,1
22,24.36,21,41,0,estandar,tarjeta,1,0
5,47.45,4,47,0,premium,efectivo,0,1
6,48.32,2,32,1,premium,tarjeta,0,0
12,27.76,9,10,0,estandar,tarjeta,0,0
12,49.84,11,78,0,premium,tarjeta,0,1
7,19.77,12,5,1,basico,transferencia,0,0
22,10.38,10,1,0,basico,transferencia,0,0
3,23.22,10,59,0,basico,tarjeta,0,1
22,5.0,12,9,2,basico,tarjeta,0,0
11,8.89,7,6,0,basico,transferencia,0,0
7,12.8,4,7,0,basico,efectivo,0,0
3,27.2,4,17,0,estandar,tarjeta,0,0
15,24.27,6,2,2,estandar,tarjeta,1,0
5,23.02,13,29,2,estandar,tarjeta,0,0
4,20.81,1,10,0,basico,tarjeta,0,0
33,22.83,3,1,1,estandar,transferencia,0,0
4,7.92,9,26,1,basico,efectivo,0,1
3,18.76,4,15,1,basico,efectivo,0,0
21,15.4,6,27,0,basico,transferencia,0,1
16,16.38,6,4,0,basico,tarjeta,0,0
9,12.78,4,21,0,basico,efectivo,0,0
6,39.5,4,1,0,premium,tarjeta,0,0
7,25.34,0,0,1,estandar,tarjeta,1,1
9,18.95,4,9,0,estandar,transferencia,0,0
19,12.97,16,2,0,basico,tarjeta,1,0
16,47.61,12,13,1,premium,transferencia,0,0
10,29.3,13,24,0,estandar,efectivo,0,0
10,11.63,10,23,1,basico,transferencia,0,0
21,27.99,0,23,0,estandar,transferencia,0,1
7,21.38,18,3,1,estandar,tarjeta,0,0
3,15.87,5,37,2,basico,tarjeta,0,1
31,14.7,5,9,0,basico,transferencia,0,0
10,21.8,10,68,1,estandar,tarjeta,0,1
43,14.12,10,14,0,basico,efectivo,0,0
9,16.36,2,23,1,basico,tarjeta,0,1
13,12.31,5,19,1,basico,tarjeta,1,0
6,41.71,1,11,0,premium,tarjeta,0,0
16,12.71,17,10,0,basico,transferencia,0,0
10,14.21,9,19,0,basico,transferencia,1,0
11,8.68,7,17,1,basico,efectivo,1,1
14,40.97,18,12,0,premium,tarjeta,0,0
9,27.09,5,34,1,estandar,tarjeta,0,1
15,48.29,11,0,0,premium,tarjeta,0,0
8,20.6,8,48,2,basico,tarjeta,0,1
15,14.66,6,3,1,basico,tarjeta,0,0
3,20.16,6,16,1,estandar,tarjeta,0,1
4,20.16,1,8,1,basico,tarjeta,0,0
6,49.22,2,8,2,premium,tarjeta,0,0
5,36.98,10,8,0,premium,transferencia,0,0
5,20.88,9,12,2,estandar,transferencia,0,0
18,43.03,7,34,0,premium,tarjeta,1,0
10,28.35,12,33,0,estandar,tarjeta,0,1
9,5.0,5,9,1,basico,transferencia,0,0
16,24.52,2,23,1,estandar,transferencia,0,0
16,15.12,18,9,1,basico,transferencia,0,0
8,33.66,10,5,0,premium,tarjeta,1,0
26,14.99,7,20,2,basico,tarjeta,0,0
11,15.47,13,0,0,basico,efectivo,0,0
19,21.61,9,16,0,estandar,tarjeta,0,0
8,7.39,10,59,3,basico,tarjeta,0,1
15,8.55,2,40,1,basico,efectivo,1,1
21,14.31,2,51,1,estandar,tarjeta,0,0
19,10.7,6,38,1,basico,transferencia,0,1
18,25.88,5,33,1,estandar,efectivo,0,1
7,7.12,9,22,0,basico,tarjeta,0,0
4,15.89,7,1,0,basico,transferencia,0,0
4,12.41,0,28,1,basico,tarjeta,0,1
9,26.04,14,12,1,estandar,efectivo,0,0
8,43.39,6,55,0,premium,efectivo,0,1
17,14.97,3,88,0,basico,efectivo,0,1
13,50.16,12,18,0,premium,tarjeta,0,0
4,23.37,2,13,0,estandar,transferencia,0,0
23,28.04,15,41,0,estandar,efectivo,1,1
15,28.09,6,52,0,estandar,transferencia,1,1
7,26.67,4,6,1,estandar,transferencia,0,0
8,51.71,1,90,1,premium,tarjeta,0,1
31,22.09,6,7,1,estandar,efectivo,0,0
5,23.31,2,35,2,estandar,tarjeta,1,1
32,8.89,11,21,0,basico,tarjeta,0,0
10,14.9,5,15,1,basico,efectivo,1,1
11,23.91,3,71,0,estandar,efectivo,0,1
16,9.22,5,2,1,basico,efectivo,0,0
3,18.65,9,2,1,basico,tarjeta,0,0
15,19.24,11,21,0,basico,tarjeta,0,0
20,10.69,8,71,0,basico,tarjeta,0,1
9,19.53,4,1,0,estandar,tarjeta,1,0
12,32.45,1,40,0,estandar,efectivo,1,1
44,13.88,13,17,0,basico,tarjeta,0,0
22,13.68,10,14,0,basico,tarjeta,0,0
6,12.42,7,17,1,basico,tarjeta,0,0
8,8.8,7,5,1,basico,tarjeta,0,0
10,23.35,7,8,0,estandar,efectivo,0,0
23,27.71,6,17,0,estandar,transferencia,0,0
6,23.21,7,17,0,estandar,tarjeta,0,0
19,26.73,4,13,2,estandar,tarjeta,1,0
19,45.05,7,2,0,premium,tarjeta,0,0
13,20.77,9,8,0,estandar,tarjeta,0,0
23,31.48,9,7,0,estandar,efectivo,0,0
6,27.38,3,8,1,estandar,transferencia,0,0
27,13.32,8,31,1,basico,tarjeta,1,0
2,47.22,8,60,2,premium,transferencia,0,0
6,5.0,3,15,0,basico,tarjeta,0,0
3,10.03,2,23,3,basico,tarjeta,0,1
7,38.89,7,26,1,premium,tarjeta,0,0
19,25.5,2,23,3,estandar,tarjeta,0,1
16,13.3,6,1,0,basico,tarjeta,1,0
14,12.57,6,31,0,basico,transferencia,0,0
7,16.71,7,1,2,basico,efectivo,0,0
12,19.01,10,13,1,estandar,tarjeta,0,0
27,8.8,7,25,0,basico,transferencia,0,1
7,46.66,11,9,3,premium,tarjeta,1,0
7,46.06,7,34,0,premium,tarjeta,0,0
7,19.74,3,3,1,estandar,tarjeta,0,0
14,29.79,6,4,0,estandar,tarjeta,0,0
18,18.17,9,1,1,basico,tarjeta,1,0
21,13.7,5,0,0,basico,efectivo,1,0
10,18.96,6,29,1,estandar,efectivo,0,1
9,12.64,7,35,0,basico,tarjeta,0,1
8,13.36,8,30,2,basico,transferencia,0,1
17,10.91,12,55,0,basico,tarjeta,1,1
3,17.39,3,60,1,basico,transferencia,1,1
11,11.54,9,1,1,basico,tarjeta,0,0
11,33.42,8,6,1,estandar,tarjeta,0,0
19,48.13,5,41,0,premium,transferencia,0,1
4,26.1,4,21,2,estandar,tarjeta,0,1
20,48.68,10,43,1,premium,tarjeta,0,0
17,18.12,11,6,0,basico,tarjeta,0,0
38,48.6,19,14,0,premium,tarjeta,0,0
33,24.7,8,21,1,estandar,tarjeta,0,1
25,9.36,10,20,0,basico,transferencia,0,1
2,40.51,5,6,1,premium,transferencia,0,0
5,5.0,3,25,2,basico,tarjeta,0,0
23,12.7,1,90,1,basico,tarjeta,0,1
11,10.45,3,33,1,basico,transferencia,0,1
33,10.66,9,26,0,basico,transferencia,1,0
13,16.12,14,74,0,basico,transferencia,0,1
19,24.55,0,20,1,estandar,tarjeta,0,0
18,52.58,3,5,0,premium,tarjeta,0,0
13,9.71,8,10,0,basico,tarjeta,0,0
24,21.12,6,19,0,estandar,tarjeta,0,0
20,6.97,4,2,0,basico,tarjeta,1,0
5,47.89,12,9,1,premium,tarjeta,0,0
46,16.61,14,6,0,basico,transferencia,0,0
5,9.62,6,11,2,basico,tarjeta,0,1
7,20.74,2,35,1,estandar,transferencia,0,1
19,31.12,6,13,0,estandar,tarjeta,0,0
16,19.2,6,12,0,estandar,tarjeta,0,0
21,29.04,9,10,0,estandar,transferencia,0,0
10,22.72,4,8,0,estandar,transferencia,0,1
17,13.59,8,10,2,basico,tarjeta,1,0
7,16.31,13,0,0,basico,transferencia,0,0
13,13.91,14,30,0,basico,tarjeta,1,0
30,10.82,3,13,1,basico,tarjeta,0,0
5,17.58,2,52,0,basico,transferencia,0,1
25,26.16,6,7,1,estandar,transferencia,0,0
11,26.73,17,8,1,basico,tarjeta,1,0
6,18.18,7,3,0,estandar,efectivo,0,0
6,18.12,2,29,0,estandar,transferencia,1,1
11,28.98,6,21,0,estandar,transferencia,1,0
25,24.87,10,7,0,estandar,tarjeta,0,0
17,15.17,22,2,0,basico,tarjeta,0,0
4,7.61,0,15,3,basico,tarjeta,0,1
24,25.22,9,90,0,estandar,transferencia,1,1
21,26.83,9,1,0,estandar,tarjeta,0,0
2,9.83,6,7,1,basico,transferencia,0,0
6,12.93,5,19,0,basico,tarjeta,0,0
27,19.55,8,14,1,estandar,transferencia,1,1
13,26.58,10,22,0,estandar,transferencia,0,0
24,17.78,5,9,1,basico,transferencia,0,0
1,7.05,7,14,1,basico,transferencia,0,0
1,39.81,9,27,1,premium,efectivo,0,1
20,16.76,5,29,0,basico,tarjeta,0,0
8,39.74,1,14,0,premium,transferencia,0,0
20,15.36,4,14,1,basico,efectivo,0,0
24,25.22,1,1,0,estandar,tarjeta,1,0
8,10.33,13,0,0,basico,tarjeta,0,0
12,17.87,1,29,0,basico,efectivo,1,1
10,48.71,10,43,1,premium,tarjeta,0,0
8,26.12,3,23,0,estandar,tarjeta,0,0
15,36.39,2,12,2,premium,tarjeta,1,0
22,14.85,11,7,0,basico,tarjeta,0,0
7,40.72,2,31,1,premium,tarjeta,0,1
7,44.11,2,3,2,premium,tarjeta,0,0
8,25.03,1,13,2,estandar,efectivo,1,1
19,19.59,11,44,1,basico,tarjeta,0,0
24,23.99,15,36,0,estandar,tarjeta,0,0
10,19.31,10,42,0,estandar,efectivo,1,1
2,50.88,4,13,3,premium,transferencia,0,0
5,14.9,6,26,2,basico,tarjeta,0,1
9,15.05,2,4,0,basico,tarjeta,0,0
6,17.95,6,5,0,basico,transferencia,1,0
4,31.89,3,8,3,estandar,transferencia,0,0
13,41.43,9,33,0,premium,tarjeta,1,0
53,6.44,16,14,1,basico,tarjeta,1,0
6,28.37,7,11,0,estandar,transferencia,1,0
15,43.95,8,8,0,premium,transferencia,0,0
18,11.31,11,2,0,basico,tarjeta,1,0
19,7.51,0,7,0,basico,efectivo,0,0
12,27.34,3,29,0,estandar,transferencia,1,1
4,26.61,21,35,0,estandar,transferencia,0,0
22,11.38,7,11,2,basico,transferencia,1,0
3,39.45,9,23,0,premium,transferencia,0,0
11,29.84,3,10,0,estandar,tarjeta,0,0
10,46.02,0,31,1,premium,tarjeta,1,0
5,49.47,4,2,0,premium,transferencia,0,0
8,36.59,6,8,1,premium,transferencia,1,0
19,25.23,3,11,2,estandar,tarjeta,1,0
11,9.13,4,40,2,basico,tarjeta,1,1
3,25.14,13,55,0,estandar,transferencia,0,1
20,15.77,4,36,0,basico,transferencia,0,0
37,26.48,8,3,1,estandar,tarjeta,0,0
4,12.07,6,19,0,basico,tarjeta,0,0
12,25.05,6,9,3,estandar,tarjeta,0,0
12,5.76,9,6,0,basico,efectivo,0,0
4,8.37,11,18,0,basico,efectivo,0,1
28,16.49,9,12,1,basico,tarjeta,0,0
12,22.98,10,1,2,estandar,tarjeta,0,0
23,29.56,5,73,3,estandar,transferencia,0,1
16,15.31,3,13,4,basico,tarjeta,0,1
27,48.52,12,6,1,premium,efectivo,0,0
15,46.33,7,24,0,premium,tarjeta,1,0
9,10.26,5,15,0,basico,tarjeta,0,0
18,24.4,5,25,0,estandar,tarjeta,0,0
6,14.56,11,46,0,basico,tarjeta,0,1
19,5.0,2,16,1,basico,transferencia,0,0
6,29.98,7,14,0,estandar,transferencia,0,0
12,10.0,2,4,0,basico,tarjeta,0,0
10,44.65,3,63,1,premium,tarjeta,0,1
15,44.69,3,4,0,premium,transferencia,0,0
30,44.84,8,27,1,premium,transferencia,0,0
8,19.75,6,56,1,estandar,tarjeta,0,1
22,25.61,4,36,0,estandar,tarjeta,0,1
28,47.38,1,34,1,premium,tarjeta,0,0
21,5.0,6,11,1,basico,tarjeta,0,0
15,6.8,9,20,0,basico,transferencia,0,0
14,28.58,8,23,0,estandar,tarjeta,0,0
8,14.84,6,5,2,basico,tarjeta,0,1
3,13.19,9,24,2,basico,transferencia,0,1
13,9.27,6,22,0,basico,tarjeta,0,0
29,27.86,11,36,2,estandar,tarjeta,1,1
32,7.19,14,6,1,basico,tarjeta,0,0
4,11.45,10,8,1,basico,efectivo,0,1
31,6.77,6,41,0,basico,transferencia,1,1
18,11.35,12,2,0,basico,tarjeta,0,0
17,40.88,6,46,0,premium,transferencia,0,1
29,15.02,13,9,0,basico,tarjeta,1,1
24,26.73,5,7,0,estandar,tarjeta,0,0
5,22.72,6,0,0,estandar,tarjeta,1,0
7,16.36,10,40,0,basico,tarjeta,1,1
3,41.17,9,35,2,premium,tarjeta,1,1
16,24.86,12,18,0,estandar,efectivo,1,0
6,22.54,2,16,1,estandar,tarjeta,0,0
9,14.97,7,24,3,basico,transferencia,0,1
27,14.57,3,14,0,basico,transferencia,0,1
18,50.21,5,24,0,premium,tarjeta,1,0
18,25.33,6,10,0,estandar,tarjeta,0,0
45,33.16,15,39,0,premium,tarjeta,1,0
1,43.28,0,2,0,premium,tarjeta,0,0
6,18.26,4,82,1,basico,tarjeta,0,1
10,23.7,3,1,1,estandar,efectivo,0,0
7,17.33,6,0,1,estandar,efectivo,1,1
23,26.8,8,13,0,estandar,tarjeta,0,0
11,14.1,3,42,2,basico,tarjeta,0,1
5,9.09,3,11,2,basico,tarjeta,0,0
15,24.01,3,10,1,estandar,efectivo,0,1
17,21.61,10,7,0,estandar,tarjeta,0,1
5,27.09,1,21,3,estandar,tarjeta,0,1
11,12.23,0,28,1,basico,transferencia,0,1
18,7.34,3,1,2,basico,tarjeta,0,0
28,44.96,11,31,0,premium,tarjeta,1,1
7,9.07,6,37,1,basico,transferencia,0,1
19,17.84,9,2,3,basico,tarjeta,0,0
8,28.57,9,33,0,estandar,tarjeta,0,0
13,11.51,6,29,2,basico,tarjeta,0,1
6,25.32,6,3,0,estandar,tarjeta,0,0
18,16.06,3,16,1,basico,efectivo,1,1
25,44.31,3,4,1,premium,tarjeta,0,1
12,48.03,19,8,1,premium,transferencia,0,0
10,50.91,9,6,0,premium,tarjeta,0,0
10,23.04,2,2,2,estandar,transferencia,1,1
4,18.58,4,28,1,basico,efectivo,1,1
21,30.42,6,9,2,estandar,tarjeta,1,1
27,45.99,9,20,0,premium,efectivo,0,0
7,23.22,6,1,0,estandar,transferencia,0,0
15,25.94,1,12,1,estandar,transferencia,0,0
18,24.02,11,4,0,estandar,tarjeta,0,0
8,21.83,12,22,0,estandar,transferencia,0,0
32,27.13,6,60,0,estandar,tarjeta,0,0
15,7.91,7,25,1,basico,efectivo,0,1
4,23.65,12,24,0,estandar,efectivo,0,1
26,23.7,8,9,0,estandar,tarjeta,0,0
12,6.54,5,22,1,basico,efectivo,1,0
9,47.63,6,45,1,premium,efectivo,0,1
20,24.09,9,13,0,estandar,tarjeta,0,0
8,17.2,5,4,1,basico,tarjeta,0,0
31,44.02,7,15,0,premium,tarjeta,0,0
26,23.37,13,2,0,estandar,tarjeta,0,0
33,21.38,13,5,0,estandar,tarjeta,0,0
44,12.16,11,15,0,basico,efectivo,1,1
18,45.18,1,2,0,premium,tarjeta,0,0
13,14.97,7,10,1,basico,transferencia,0,0
8,25.27,8,57,1,estandar,transferencia,0,1
19,20.38,8,7,0,basico,transferencia,1,0
43,26.82,21,17,0,estandar,tarjeta,1,0
5,21.05,8,5,1,estandar,tarjeta,0,1
16,20.71,3,20,1,estandar,transferencia,0,1
4,27.14,3,6,1,estandar,tarjeta,0,1
3,40.93,5,2,2,premium,tarjeta,0,0
28,27.38,7,24,0,estandar,transferencia,0,0
25,15.58,3,78,0,basico,tarjeta,0,1
8,48.68,4,34,0,premium,tarjeta,0,1
5,21.52,10,29,0,estandar,tarjeta,0,1
34,48.69,5,19,2,premium,tarjeta,1,0
6,46.29,4,12,1,premium,transferencia,0,0
4,42.57,6,29,1,premium,tarjeta,1,1
6,24.36,3,42,0,estandar,efectivo,0,1
17,26.89,5,59,0,estandar,efectivo,0,1
47,9.31,17,6,0,basico,tarjeta,1,0
8,26.21,4,1,1,estandar,tarjeta,0,0
28,30.78,4,13,0,estandar,tarjeta,1,0
14,28.86,7,1,0,estandar,efectivo,0,0
2,45.33,9,18,0,premium,transferencia,0,0
8,12.94,8,4,1,basico,tarjeta,0,1
25,9.85,8,25,0,basico,tarjeta,0,0
24,22.96,10,16,1,estandar,tarjeta,1,0
7,5.85,1,49,1,basico,tarjeta,0,1
21,13.0,8,10,0,basico,tarjeta,0,0
12,14.73,6,11,1,basico,tarjeta,1,1
17,44.72,7,13,0,premium,transferencia,0,0
29,21.49,12,5,0,estandar,tarjeta,0,0
8,12.26,14,9,1,basico,tarjeta,1,0
